date,client_lat,client_lon,client_city,client_country,client_asn,client_isp,server_lat,server_lon,server_site,server_city,download_mbps,min_rtt_ms,packet_loss_rate
2025-10-13,39.1753,-77.1947,Montgomery Village,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad03,Washington,654.9941832566002,6.26,0.0029716757349497595
2025-10-13,39.4427,-77.5542,Middletown,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad03,Washington,699.0526363258311,4.155,0.01660740281774793
2025-10-13,39.2842,-76.6918,Baltimore,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad03,Washington,103.61886606384225,6.192,0.03248628453116775
2025-10-13,38.9618,-77.1193,Bethesda,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad03,Washington,841.4970239520736,3.876,0.0398097139918975
2025-10-13,40.7126,-74.0066,New York,US,394089,Oahu Publications,38.9445,-77.4558,iad03,Washington,3.0743492721279657,32.0,0.26925023232871415
2025-10-13,40.7828,-73.9745,New York,US,394089,Oahu Publications,38.9445,-77.4558,iad03,Washington,256.597793567573,6.932,0.00011763838938299175
2025-10-13,35.9843,-77.9595,Nashville,US,19901,,38.9445,-77.4558,iad03,Washington,645.7769024999355,16.364,0.0
2025-10-13,40.0818,-82.9665,Columbus,US,7018,"AT&T Services, Inc.",38.9445,-77.4558,iad03,Washington,339.8398325060832,22.0,3.994693815754639e-05
2025-10-13,38.9057,-77.0319,Washington,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,33.51573355514355,4.39,0.0
2025-10-13,38.9522,-77.0253,Washington,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,37.643351306379095,34.405,2.857803783607596e-05
2025-10-13,39.037,-77.0412,Silver Spring,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,105.17234727801903,5.439,0.0
2025-10-13,39.5693,-76.9869,Westminster,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,850.406333055669,9.445,0.0002042009133511722
2025-10-13,38.9807,-76.3144,Stevensville,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,1.9268005821940712,36.998,0.10183561402677248
2025-10-13,38.2573,-76.4498,Lexington Park,US,11776,"Atlantic Broadband Finance, LLC",38.9445,-77.4558,iad04,Washington,29.34956218062296,14.132,5.18912013522675e-05
2025-10-13,39.5372,-76.3605,Bel Air,US,174,Cogent Communications,38.9445,-77.4558,iad04,Washington,402.8750033498566,4.352,0.13952617454339764
2025-10-13,39.0015,-77.0961,Bethesda,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,604.6801873709119,9.0,0.00028302566279625945
2025-10-13,35.6218,-77.396,Greenville,US,62887,"WhiteSky Communications, LLC.",38.9445,-77.4558,iad04,Washington,180.25132993495785,16.965,6.41370631008066e-06
2025-10-13,35.4662,-97.5168,,US,7018,"AT&T Services, Inc.",38.9445,-77.4558,iad04,Washington,87.19690841258546,39.393,0.0
2025-10-13,40.0947,-79.5898,Scottdale,US,27364,Armstrong Cable Services,38.9445,-77.4558,iad04,Washington,311.0489626471904,27.938,0.0006809704904871017
2025-10-13,40.9439,-78.9688,Punxsutawney,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,7.9412402645226035,9.654,0.0
2025-10-13,40.3989,-79.9332,Pittsburgh,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,44.22987801537335,33.237,0.0002666838531174159
2025-10-13,40.5457,-80.0508,Pittsburgh,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,354.64565301092534,15.142,0.0
2025-10-13,40.3062,-76.8841,Harrisburg,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,270.72099276161487,22.507,2.582167558548626e-06
2025-10-13,40.4284,-79.6976,Murrysville,US,6167,Cellco Partnership DBA Verizon Wireless,38.9445,-77.4558,iad04,Washington,99.34114469355376,36.069,0.0
2025-10-13,40.3371,-79.9901,Pittsburgh,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,30.047875972216946,7.579,0.004388435149284822
2025-10-13,40.3989,-79.9332,Pittsburgh,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,27.532748211320392,36.2,1.733982898405188e-05
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,9.260530701926555,0.415,0.0
2025-10-13,39.0469,-77.4903,Ashburn,US,14618,"Amazon.com, Inc.",38.9445,-77.4558,iad04,Washington,20.98564892686333,142.621,0.007133955395923216
2025-10-13,36.8919,-76.2325,Norfolk,US,30600,Metronet,38.9445,-77.4558,iad04,Washington,623.2217906601421,7.617,0.0
2025-10-13,36.9456,-76.254,Norfolk,US,22773,Cox Communications Inc.,38.9445,-77.4558,iad04,Washington,764.9737922179166,10.867,0.0
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,357.19387422157075,0.331,0.0
2025-10-13,37.3053,-79.9252,Roanoke,US,4922,"Shentel Communications, LLC",38.9445,-77.4558,iad04,Washington,613.0397906957453,7.62,0.0
2025-10-13,38.0301,-79.0336,Stuarts Draft,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,160.6722549918772,14.755,0.0
2025-10-13,36.9112,-80.32,Floyd,US,16942,Citizens Telephone Cooperative,38.9445,-77.4558,iad04,Washington,0.6505185445596766,34.08,0.0
2025-10-13,36.9201,-76.2122,Norfolk,US,6167,Cellco Partnership DBA Verizon Wireless,38.9445,-77.4558,iad04,Washington,88.77145431510058,23.0,0.061901013493639835
2025-10-13,37.353,-79.1557,Lynchburg,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,389.61860264617366,20.986,0.005228080941270169
2025-10-13,37.5538,-77.4603,Richmond,US,13335,"Cloudflare, Inc.",38.9445,-77.4558,iad04,Washington,115.50009914533025,0.592,0.0003071854533966276
2025-10-13,38.8138,-77.1487,Alexandria,US,6167,Cellco Partnership DBA Verizon Wireless,38.9445,-77.4558,iad04,Washington,4.282715695528469,11.396,0.0
2025-10-13,38.6759,-77.3157,Woodbridge,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,329.0375904652711,6.974,0.09749506456559269
2025-10-13,39.0469,-77.4903,Ashburn,US,14593,Space Exploration Technologies Corporation,38.9445,-77.4558,iad04,Washington,271.7138755456463,14.491,0.007417443715833501
2025-10-13,38.9757,-77.6414,Aldie,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,396.6382928849651,5.956,0.005554849006780938
2025-10-13,37.7348,-81.8737,Man,US,19108,Suddenlink Communications,38.9445,-77.4558,iad04,Washington,529.5426035657385,14.362,0.0
2025-10-13,37.7932,-81.2061,Beckley,US,5650,"Frontier Communications of America, Inc.",38.9445,-77.4558,iad04,Washington,47.17983311987887,14.977,0.0
2025-10-13,37.751,-97.822,,US,394089,Oahu Publications,38.9445,-77.4558,iad04,Washington,105.8548718454852,38.061,0.0001596496148623925
2025-10-13,38.9091,-77.0203,Washington,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,3.1010637356395687,17.146,0.03384441700948418
2025-10-13,39.0427,-76.4346,Annapolis,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,291.9754324091772,8.95,0.0006206119270290799
2025-10-13,39.1143,-77.002,Silver Spring,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,68.30704144877367,5.333,4.742165871898355e-06
2025-10-13,38.9206,-76.8787,Landover,US,20335,CAMAC ENERGY INC,38.9445,-77.4558,iad04,Washington,336.30606251346757,5.064,0.003574097449934
2025-10-13,38.9898,-76.7904,Bowie,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,700.409356240977,3.998,0.037915852846016534
2025-10-13,39.3046,-76.6412,Baltimore,US,6167,Cellco Partnership DBA Verizon Wireless,38.9445,-77.4558,iad04,Washington,2.8199821390555817,21.913,0.0
2025-10-13,38.6273,-76.9859,Waldorf,US,36183,"Akamai Technologies, Inc.",38.9445,-77.4558,iad04,Washington,615.5879553097154,6.331,0.0
2025-10-13,39.2891,-76.5583,Baltimore,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,31.623278662535434,8.824,0.00448476393785489
2025-10-13,39.4332,-76.6546,Timonium,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,297.230953831412,11.219,0.00018299343316092542
2025-10-13,39.8477,-75.0732,Runnemede,US,6167,Cellco Partnership DBA Verizon Wireless,38.9445,-77.4558,iad04,Washington,408.1785902153574,25.265,1.5833310149028813e-05
2025-10-13,35.9033,-78.7439,Raleigh,US,3356,"Level 3 Parent, LLC",38.9445,-77.4558,iad04,Washington,830.0038510822857,19.0,0.0004909994456131891
2025-10-13,39.1685,-82.51,Hamden,US,5650,"Frontier Communications of America, Inc.",38.9445,-77.4558,iad04,Washington,0.444720024656653,42.55,0.0
2025-10-13,40.3695,-80.6348,Steubenville,US,33254,Ohio Mid Eastern Regional Education Service Agency,38.9445,-77.4558,iad04,Washington,0.21379680270301432,31.51,0.3775053844099312
2025-10-13,40.6993,-80.0256,Mars,US,27364,Armstrong Cable Services,38.9445,-77.4558,iad04,Washington,92.75935942974215,20.684,0.0
2025-10-13,40.4409,-79.9857,Pittsburgh,US,122,UPMC,38.9445,-77.4558,iad04,Washington,93.44308582896805,12.225,0.0
2025-10-13,40.4409,-79.9857,Pittsburgh,US,122,UPMC,38.9445,-77.4558,iad04,Washington,516.6177594394924,26.333,0.0
2025-10-13,39.9828,-75.8239,Coatesville,US,54113,Fastly,38.9445,-77.4558,iad04,Washington,141.96803451200748,7.0,6.356479137786403e-05
2025-10-13,40.4994,-80.196,Coraopolis,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,859.9478606720253,6.0,0.008878209178406425
2025-10-13,40.476,-79.7355,Pittsburgh,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,841.8204884001037,5.96,0.08271599307228693
2025-10-13,37.5433,-77.4322,Richmond,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,91.82438781662154,7.809,0.0
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,62.32523428310975,0.408,0.0
2025-10-13,38.7783,-77.1219,Alexandria,US,22773,Cox Communications Inc.,38.9445,-77.4558,iad04,Washington,87.2599294230348,5.008,0.00017310470549116398
2025-10-13,39.0469,-77.4903,Ashburn,US,55256,Netskope Inc,38.9445,-77.4558,iad04,Washington,8.14922579270802,0.245,0.0004487031367035598
2025-10-13,36.6694,-78.3877,Boydton,US,8075,Microsoft Corporation,38.9445,-77.4558,iad04,Washington,207.87906752796127,28.902,0.05722342355482803
2025-10-13,37.2731,-76.7279,Williamsburg,US,22773,Cox Communications Inc.,38.9445,-77.4558,iad04,Washington,280.3806664029604,11.352,0.0220620296757214
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,202.21483253391423,0.398,0.0
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,356.90895912832696,0.327,0.0
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,5.240777203067212,0.352,0.0
2025-10-13,38.9609,-77.3429,Reston,US,16276,OVH SAS,38.9445,-77.4558,iad04,Washington,0.23111787997047026,73.328,0.0
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,111.50541764945824,0.355,0.0
2025-10-13,36.8009,-76.4227,Chesapeake,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,85.39394153332157,19.389,7.581468408519533e-05
2025-10-13,38.7741,-77.2385,Springfield,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,389.64337541904524,8.882,0.0038787436293061897
2025-10-13,38.9522,-77.0253,Washington,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,205.44124277243944,18.641,0.0015491489393468845
2025-10-13,38.8892,-76.9417,Washington,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,7.714342968428454,107.993,0.037518014445058014
2025-10-13,38.9522,-77.0253,Washington,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,73.78540305322021,29.833,1.4866718020060085e-05
2025-10-13,39.068,-76.9933,Silver Spring,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,475.7604648581517,7.042,0.005644185827294917
2025-10-13,39.2752,-77.0197,Glenwood,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,2.2481293162111218,44.563,0.008171329268190303
2025-10-13,39.2147,-76.0795,Chestertown,US,396168,"ThinkBig Networks, LLC",38.9445,-77.4558,iad04,Washington,92.68185248298688,6.815,0.03552174675501398
2025-10-13,39.0418,-76.0663,Centreville,US,11776,"Atlantic Broadband Finance, LLC",38.9445,-77.4558,iad04,Washington,358.2112313710334,11.912,0.019412162548166287
2025-10-13,39.2124,-76.8776,Columbia,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,0.31173998787046037,142.735,0.11219474825570432
2025-10-13,39.3361,-76.5389,Baltimore,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,92.63295740386702,6.601,0.0337458446576155
2025-10-13,39.2891,-76.5583,Baltimore,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,162.3848527490898,15.804,0.01437241630157779
2025-10-13,39.0157,-77.0085,Silver Spring,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,303.30867705377335,3.309,0.001137865230771231
2025-10-13,36.3402,-79.6622,Reidsville,US,7018,"AT&T Services, Inc.",38.9445,-77.4558,iad04,Washington,134.85012875042096,21.166,0.0
2025-10-13,39.9301,-77.6601,Chambersburg,US,19901,,38.9445,-77.4558,iad04,Washington,476.8898374766497,15.647,0.0
2025-10-13,39.761,-77.5672,Waynesboro,US,19901,,38.9445,-77.4558,iad04,Washington,310.28883089077846,14.588,0.011108884656498907
2025-10-13,41.3259,-74.8773,Milford,US,3737,PenTeleData Inc.,38.9445,-77.4558,iad04,Washington,16.593153247278135,24.253,7.260602879684401e-05
2025-10-13,40.3177,-79.7223,Irwin,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,553.4251987480683,10.81,0.0
2025-10-13,40.2906,-76.9487,Enola,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,0.6144046924817493,26.152,0.0006122406444418971
2025-10-13,36.1579,-86.8608,Nashville,US,7018,"AT&T Services, Inc.",38.9445,-77.4558,iad04,Washington,23.384272320952466,19.232,0.0
2025-10-13,32.8137,-96.8704,Dallas,US,397423,,38.9445,-77.4558,iad04,Washington,5.886804892089719,44.873,0.10473812228701675
2025-10-13,39.0469,-77.4903,Ashburn,US,212238,,38.9445,-77.4558,iad04,Washington,168.38307733630828,0.304,0.008455182426516616
2025-10-13,38.9567,-77.2278,McLean,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,546.9355352929924,5.612,0.0004855984550766044
2025-10-13,39.0469,-77.4903,Ashburn,US,212238,,38.9445,-77.4558,iad04,Washington,297.9985003065941,0.326,0.05809450966870819
2025-10-13,38.9757,-77.6414,Aldie,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,51.30442378226595,9.443,0.0004515480443253169
2025-10-13,38.9064,-77.1278,Arlington,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,814.4182627637416,4.637,0.014235716922698408
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,100.41557152293657,0.331,0.0
2025-10-13,39.0469,-77.4903,Ashburn,US,14618,"Amazon.com, Inc.",38.9445,-77.4558,iad04,Washington,377.1695803748276,17.707,0.037266977066063404
2025-10-13,39.0469,-77.4903,Ashburn,US,54113,Fastly,38.9445,-77.4558,iad04,Washington,37.49663995079134,0.117,0.0
2025-10-13,39.0469,-77.4903,Ashburn,US,54113,Fastly,38.9445,-77.4558,iad04,Washington,17.16722900724185,0.101,3.5988280321807205e-05
2025-10-13,37.431,-77.6554,Midlothian,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,223.25628731922373,22.213,0.01337116389451007
2025-10-13,37.7252,-77.5546,Glen Allen,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,353.5478668326167,8.13,0.037583267324868025
2025-10-13,36.59,-79.87,Ridgeway,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,388.19808040787495,22.283,0.0
2025-10-13,36.7969,-76.1797,Virginia Beach,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,617.5440212282749,11.811,0.011876231854964144
2025-10-13,39.0503,-77.3909,Sterling,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,0.21557214201582547,11.6,0.0016978316481910099
2025-10-13,38.3838,-82.4992,Huntington,US,27364,Armstrong Cable Services,38.9445,-77.4558,iad04,Washington,401.45659992457104,29.675,0.0
2025-10-13,39.4889,-77.8889,Martinsburg,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,495.9583602496983,11.259,0.0011941043178049573
2025-10-13,37.751,-97.822,,US,396982,Google LLC,38.9445,-77.4558,iad04,Washington,37.64896798490961,1.21,0.0
2025-10-13,38.9091,-77.0203,Washington,US,22925,"Allied Telecom Group, LLC",38.9445,-77.4558,iad04,Washington,2.5867529914638188,8.589,0.0637174746054181
2025-10-13,38.9034,-76.9882,Washington,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,134.31650099252488,16.652,8.096128505918075e-06
2025-10-13,38.9328,-77.0289,Washington,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,71.96486255374127,19.511,7.393351768001912e-05
2025-10-13,38.9091,-77.0203,Washington,US,7018,"AT&T Services, Inc.",38.9445,-77.4558,iad04,Washington,178.67742667024498,2.367,0.0
2025-10-13,38.894,-77.0365,Washington,US,13335,"Cloudflare, Inc.",38.9445,-77.4558,iad04,Washington,241.7033008648509,0.47,9.58270513881398e-05
2025-10-13,37.5197,-82.5228,Pikeville,US,3801,Mikrotec Internet Services,38.9445,-77.4558,iad04,Washington,2.360936356986101,41.489,0.040740926660308215
2025-10-13,39.4332,-76.6546,Timonium,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,553.6408283820723,7.0,0.03468497156014264
2025-10-13,39.5995,-78.8461,Cumberland,US,11776,"Atlantic Broadband Finance, LLC",38.9445,-77.4558,iad04,Washington,181.78808426200152,20.224,0.0002162415085185367
2025-10-13,39.0471,-76.9285,Beltsville,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,371.3722133940864,6.175,6.95983052581957e-06
2025-10-13,39.2079,-76.9593,Clarksville,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,51.98302941534676,10.95,0.0
2025-10-13,39.2645,-76.6224,Baltimore,US,21928,"T-Mobile USA, Inc.",38.9445,-77.4558,iad04,Washington,408.3611998616131,23.922,5.1190342661135744e-06
2025-10-13,35.5886,-77.1452,Washington,US,19108,Suddenlink Communications,38.9445,-77.4558,iad04,Washington,203.84827495317626,17.706,0.0
2025-10-13,36.0229,-78.9464,Durham,US,11426,Time Warner Cable Internet LLC,38.9445,-77.4558,iad04,Washington,358.05167143355055,24.172,0.00022938749454798091
2025-10-13,39.0968,-84.1488,Batavia,US,10796,Time Warner Cable Internet LLC,38.9445,-77.4558,iad04,Washington,50.75948498380688,31.806,0.002325516732345663
2025-10-13,40.3237,-79.3649,Latrobe,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,97.46708101475753,12.354,0.001248430447201887
2025-10-13,40.1558,-76.7967,Goldsboro,US,394612,PinnacleHealth System,38.9445,-77.4558,iad04,Washington,739.8058020128003,10.0,0.041405892118181735
2025-10-13,40.009,-76.3631,Lancaster,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,262.69460626349974,30.226,0.0
2025-10-13,40.1109,-77.035,Dillsburg,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,58.481497096076055,15.979,0.0
2025-10-13,40.0337,-76.5044,Columbia,US,19901,,38.9445,-77.4558,iad04,Washington,1.5861322170926946,12.496,0.0
2025-10-13,40.3469,-79.8689,McKeesport,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,348.2780637571662,19.985,0.0
2025-10-13,39.9552,-76.6653,York,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,320.53023617189245,22.88,0.0
2025-10-13,39.0469,-77.4903,Ashburn,US,14618,"Amazon.com, Inc.",38.9445,-77.4558,iad04,Washington,15.337274897233655,186.01,0.21822989878442262
2025-10-13,38.2332,-78.3692,Ruckersville,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,94.35006492276017,6.138,0.0
2025-10-13,39.0469,-77.4903,Ashburn,US,14618,"Amazon.com, Inc.",38.9445,-77.4558,iad04,Washington,0.5833649809254793,51.243,0.24573460662484517
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,353.07122389296035,0.36,3.099424648908595e-06
2025-10-13,38.0936,-78.5623,Charlottesville,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,69.02631578947368,6.575,0.06647982160110277
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,376.11834122616153,0.343,0.0
2025-10-13,38.9609,-77.3429,Reston,US,22616,"ZSCALER, INC.",38.9445,-77.4558,iad04,Washington,6.703957679647495,0.473,0.0
2025-10-13,39.018,-77.539,Ashburn,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,17.02346338204312,6.396,0.09111292157195543
2025-10-13,36.8882,-76.3002,Norfolk,US,7018,"AT&T Services, Inc.",38.9445,-77.4558,iad04,Washington,88.93562001440318,38.216,0.00015846705960091144
2025-10-13,38.9609,-77.3429,Reston,US,13335,"Cloudflare, Inc.",38.9445,-77.4558,iad04,Washington,173.9681734930295,0.49,0.00020043803618094119
2025-10-13,38.9757,-77.6414,Aldie,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,377.42453855777967,5.29,0.0012204055835358318
2025-10-13,36.7646,-76.3408,Chesapeake,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,7.803129243667709,10.626,0.0
2025-10-13,39.0503,-77.3909,Sterling,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,23.450154149665313,4.634,0.0001996690778665359
2025-10-13,38.8978,-77.2885,Vienna,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,303.72284341950143,5.824,0.0
2025-10-13,39.494,-80.2221,Fairmont,US,5650,"Frontier Communications of America, Inc.",38.9445,-77.4558,iad04,Washington,702.609984200469,21.676,0.0
2025-10-13,39.2874,-80.3419,Clarksburg,US,26097,Labyrinth Solutions Inc,38.9445,-77.4558,iad04,Washington,41.22910775782113,11.692,0.06475771512678673
2025-10-13,38.4096,-81.6747,Charleston,US,6167,Cellco Partnership DBA Verizon Wireless,38.9445,-77.4558,iad04,Washington,63.15680570940716,30.402,0.0
2025-10-13,39.1546,-75.4953,Dover,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,176.24875803083725,16.448,0.010106160952563942
2025-10-13,39.4496,-75.7163,Middletown,US,13335,"Cloudflare, Inc.",38.9445,-77.4558,iad04,Washington,108.08745358896813,11.079,3.0789643027247175e-06
2025-10-13,38.9187,-75.4291,Milford,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,402.467435797544,12.772,0.0010147884420912143
2025-10-13,38.9057,-77.0319,Washington,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,295.27018474633064,7.026,0.0
2025-10-13,37.9227,-83.261,West Liberty,US,53848,Mountain Telephone,38.9445,-77.4558,iad04,Washington,202.72607587693597,32.0,0.061172255990436956
2025-10-13,39.109,-77.2489,Gaithersburg,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,747.5669357178084,5.237,0.006637394794375217
2025-10-13,39.109,-77.2489,Gaithersburg,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,3.30598181348883,9.79,0.0007532797335247145
2025-10-13,38.5643,-76.0874,Cambridge,US,7922,"Comcast Cable Communications, LLC",38.9445,-77.4558,iad04,Washington,511.1220709247943,9.664,0.0014342873769498563
2025-10-13,38.9807,-76.3144,Stevensville,US,11776,"Atlantic Broadband Finance, LLC",38.9445,-77.4558,iad04,Washington,394.8391481176554,15.627,0.0
2025-10-13,38.2573,-76.4498,Lexington Park,US,11776,"Atlantic Broadband Finance, LLC",38.9445,-77.4558,iad04,Washington,49.4030773144532,7.44,0.0
2025-10-13,39.1361,-77.2824,Germantown,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,609.0855466787473,6.19,0.008953041526302474
2025-10-13,39.2507,-76.5205,Dundalk,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,684.0899979025826,11.0,0.021887091327747573
2025-10-13,39.1585,-77.0837,Olney,US,701,"MCI Communications Services, Inc. d/b/a Verizon Business",38.9445,-77.4558,iad04,Washington,799.2700305993881,3.0,0.005952442275495838
2025-10-13,36.5246,-76.1783,Moyock,US,22773,Cox Communications Inc.,38.9445,-77.4558,iad04,Washington,261.4980912214692,7.811,1.1303135909451709e-05
2025-10-13,38.8098,-82.2024,Gallipolis,US,19108,Suddenlink Communications,38.9445,-77.4558,iad04,Washington,12.277874360149493,109.604,0.0
2025-10-13,40.0732,-82.4017,Newark,US,10796,Time Warner Cable Internet LLC,38.9445,-77.4558,iad04,Washington,525.3099678164172,30.707,0.0
2025-10-13,41.7748,-78.0206,Coudersport,US,26801,"Zito Media, L.P.",38.9445,-77.4558,iad04,Washington,380.908237579673,24.811,0.004064459389731501
2025-10-13,40.7796,-75.1738,Martins Creek,US,27364,Armstrong Cable Services,38.9445,-77.4558,iad04,Washington,533.8018461868277,23.133,0.005781227204110176
